"Obsolète","Code terrain","Toponyme","Type","Date creation","Dernière modification","Date validation","Position","Latitude","Longitude","Altitude","Consignes","Nombre de pistes","Nature première piste","Axe préférentiel première piste","Largeur première piste","Longueur première piste","Orientation première piste","Nature deuxième piste","Axe préférentiel deuxième piste","Largeur deuxième piste","Longueur deuxième piste","Orientation deuxième piste","Radio","Carburant","Facilités","Facilités en clair","Email de contact","Téléphone","Informations complémentaires"
"","LFEC","Ouessant","Aérodrome C.A.P. Libre d'accès aux ULM  ","0/00/0000","24/12/2015","9/01/2016","48.463333, -5.063611000000037","N 48 27 48","W 005 03 49","142 ft","23 main gauche (préferentiel)05 main droite","1","herbe","'23","24","833","'05-23","herbe","","","","'Inconnue","118.100","","","","aerodrome.ouessant@wanadoo.fr","+33 2 98 48 82 09","AD réservé aux ACFT munis de radio.Activité IFR possiblePermanence AD DIM et JF : 0800-0900, TEL : 06 73 39 39 40"
"","LFED","Pontivy","Aérodrome C.A.P. Libre d'accès aux ULM  ","0/00/0000","24/12/2015","10/01/2016","48.05677233860009, -2.9211017354330093","N 48 03 24","W 002 55 16","406 ft","","1","dur","'28","30","1120","'10-28","herbe","","","","'Inconnue","129.75","AD50_AvGas_NP","","","info@ac-pontivy.com","+33 2 97 25 01 70","AD réservé aux ACFT munis de radio."
"","LFEF","Amboise Dierre","Aérodrome C.A.P. Libre d'accès aux ULM  ","5/09/2011","23/11/2016","24/11/2016","47.340683915047, 0.94482421875","N 47 20 26","E 000 56 41","177 ft","","2","dur","","25","700","'11-29","herbe","","60","700","'11-29","Auto info 118.775","AD49_AvGas","6,4","Restauration à proximité, Gîte à proximité","","+33 2 47 57 93 91","AD réservé aux ACFT munis de radio.Restaurant et chambres d?hôtes : Le pigeonnier de fombeche, 02 47 50 25 52, téléphoner et on vient vous chercher."
"","LFEG","Argenton sur Creuse","Aérodrome C.A.P. Libre d'accès aux ULM  ","4/07/2011","30/01/2017","1/02/2017","46.59578770483495, 1.6000105714111168","N 46 35 45","E 001 36 00","666 ft","","2","dur","","18","630","'04-22","herbe","","65","830","'04-22","123.5","100LL","6","Restauration à proximité","secretaire.ulm36@laposte.net","+33 2 54 38 63 76","Aeroclub ULM 36 : tel 02.54.38.63.76.Aeroclub d'Argenton : tel : 02.54.30.27.18."
"","LFEH","Aubigny sur Nère","Aérodrome C.A.P. Libre d'accès aux ULM  ","0/00/0000","24/12/2015","11/01/2016","47.480556, 2.3941670000000386","N 47 28 50","E 002 23 39","630 ft","Nord à 1000 ft.A l?atterrissage au QFU 06 risques de turbulences peu avant le seuil (arbres)Terrain inutilisable en dehors du taxiway.","1","dur","","20","1000","'06-24","herbe","","","","'Inconnue"," ","AD50_AvGas_NP","2","Hangar possible","","+33 2 48 58 04 72",""
"","LFEI","Briare - Châtillon","Aérodrome C.A.P. Libre d'accès aux ULM  ","0/00/0000","24/12/2015","8/01/2016","47.614444, 2.781944000000067","N 47 36 52","E 002 46 55","539 ft","Tour de piste à l'Est1500 AMSL / 1000 AAL","1","herbe","","50","850","'13-31","herbe","","","","'Inconnue","118.75","AD50_AvGas_NP","","","acgiennois@orange.fr","+33 2 38 29 80 00","Aéroclub du Giennois02 38 31 18 70"
"","LFEJ","Châteauroux - Villers","Aérodrome C.A.P. Libre d'accès aux ULM  ","19/08/2011","24/12/2015","11/01/2016","46.840833333333, 1.6200000000000045","N 46 50 27","E 001 37 12","542 ft","Tour de piste à l'est de la piste","1","herbe","","80","800","'04-22","herbe","","","","'Inconnue","123.5","AD50_AvGas_NP","","","lfej@free.fr","+33 2 54 08 70 30","Secteur ouest : entrée/sortie de CTR en VFR et VFR Spécial jusqu?à VH 1500 m (hélicoptères : 800 m).contact radio obligatoire auprès de CHATEAUROUX Tour avant d?intégrer le circuit d?aérodrome ou en sortie de circuit.Autres secteurs : clairance obligatoire auprès de CHATEAUROUX Touraéroclub 07 81 39 11 43"
"","LFEK","Issoudun - Le Fay","Aérodrome C.A.P. Libre d'accès aux ULM  ","0/00/0000","24/12/2015","11/01/2016","46.889314895156296, 2.0388999100341607","N 46 53 22","E 002 02 20","531 ft","L?attention des pilotes est attirée par l?absence de portéevisuelle entre les différents seuils de pistesManche à vent :possibilités d?indications erronées par vent de secteur E-SE.","2","herbe","'29","100","920","'11-29","herbe","","100","950","'18-36"," 123.5","AD50_AvGas_NP","4,5","Gîte à proximité, Camping possible","aci@berryglide.net","+33 6 78 77 34 33","Fréquence A/A fréquemment brouillée par des émetteurs RFI.caravanes à louer sur place (privé)"
"","LFEL","Le Blanc","Aérodrome C.A.P. Libre d'accès aux ULM  ","0/00/0000","24/12/2015","11/01/2016","46.621179015601264, 1.0876354444579874","N 46 37 16","E 001 05 15","382 ft","","2","dur","'22","20","800","'04-22","herbe","'22","80","1050","'04-22","123.350","AD50_AvGas_NP","","","","+33 2 54 37 09 18","AD réservé aux ACFT munis de radio.President de l'Aéro-club du Blanc : 06.88.55.86.79"
"","LFEM","Montargis - Vimory","Aérodrome C.A.P. Libre d'accès aux ULM  ","3/12/2011","24/12/2015","8/01/2016","47.96131656657351, 2.687678693135589","N 47 57 41","E 002 41 16","308 ft","Utiliser la piste 1200x50 (l'autre pour les planeurs et la petite pour les paramoteurs)Vent arrière 23 - 1000 pieds","2","herbe","'23","50","1200","'05-23","herbe","'23","80","900","'05-23","Auto-info 123.5","AD49_AvGas","6","Restauration à proximité","","+33 2 38 95 02 02","Piste ULM réservée aux paramoteurs et aux montgolfières.Restauration CHEZ DOMINIQUE 02 38 98 76 74 au bourg à 1 km environaéroclub 02.38.85.03.90 "
"","LFEN","Tours - Sorigny","Aérodrome C.A.P. Libre d'accès aux ULM  ","0/00/0000","24/12/2015","8/01/2016","47.26644724387245, 0.6998107301635628","N 47 15 59","E 000 41 59","299 ft","","2","herbe","","18","700","'04-22","herbe","","20","330","'04-22"," 123.500","AD50_AvGas_NP","","","bosse-jean-michel@wanadoo.fr","+33 2 47 26 01 14","AD réservé aux ACFT munis de radio.club 02 47 51 25 68"
"","LFEP","Pouilly - Maconge","Aérodrome C.A.P. Libre d'accès aux ULM  ","26/10/2011","24/12/2015","8/01/2016","47.220555555556, 4.560277777777856","N 47 13 14","E 004 33 37","1413 ft","","1","herbe","","50","850","'03-21","herbe","","","","'Inconnue","Auto-info 123.5","","","","alain.rateau4@wanadoo.fr","+33 3 80 90 71 32","Tour de piste EstAvions : 2400 AMSL / 1000 AALULM : 1900 AMSL / 500 AALPrésident aéroclubMathieu Bligny 06 08 90 45 84"
"","LFEQ","Quiberon","Aérodrome C.A.P. Libre d'accès aux ULM  ","0/00/0000","24/12/2015","9/01/2016","47.481389, -3.1016670000000204","N 47 28 53","W 003 06 06","38 ft","privilégiez l?atterrissage en piste 29, pour éviter le survol des habitation proche en approche pour la piste 11 (en saison estivale).","1","dur","'29","25","775","'11-29","herbe","","","","'Inconnue","119.6","AD49_AvGas","6","Restauration à proximité","","+33 2 97 30 24 00","AD réservé aux ACFT munis de radio, interdit aux paramoteurs.Durant la saison pour cause de nuisances, du 15 juin au 15 septembre, le terrain n'est utilisable que de 08h00 à 13h00 et de 14h30 à 20h00 (heures locales).Attention à vos estimées !!Attention à l'activité de parachutismeTaxes d'atterrissages : 7?Parking : 6?/jour"
"","LFER","Redon - Bains sur Oust","Aérodrome C.A.P. Libre d'accès aux ULM  ","0/00/0000","24/12/2015","8/01/2016","47.698611, -2.038055999999983","N 47 41 55","W 002 02 17","225 ft","","1","dur","","20","840","'05-23","herbe","","","","'Inconnue"," 123.5","AD50_AvGas_NP","","","ac.redon@wanadoo.fr","+33 2 99 71 00 59",""
"","LFES","Guiscriff Scaer","Aérodrome C.A.P. Libre d'accès aux ULM  ","18/05/2011","13/04/2017","15/04/2017","48.053611, -3.6641670000000204","N 48 03 13","W 003 39 51","574 ft","Main gauche 1500ft QNHVerticale 2000ft QNHUtilisation simultanée interditeAttention 1er tiers 03 en forte pente","1","dur","'21","30","1500","'02-20","herbe","","20","300","'03-21","129.8","AD49_AvGas","","","","+33 2 97 34 08 55","AD réservé aux ACFT munis de radio."
"","LFET","Til Châtel","Aérodrome C.A.P. Libre d'accès aux ULM  ","18/07/2011","24/12/2015","9/01/2016","47.54530734177705, 5.21026611328125","N 47 32 43","E 005 12 37","939 ft","Évitez le survol de Selongey et Til Châtel","2","herbe","'02","100","1050","'02-20","herbe","","60","1040","'11-29","123.5","AD50_AvGas_NP","6","Restauration à proximité","covati@covati.fr","+33 3 80 95 32 41","AD réservé aux ACFT munis de radio."
"","LFEU","Bar le Duc Les Hauts de Chee","Aérodrome C.A.P. Libre d'accès aux ULM  ","0/00/0000","20/08/2017","23/08/2017","48.867778, 5.184167","N 48 52 04","E 005 11 03","899 ft","","1","herbe","","50","890","'06-24","herbe","","","","'Inconnue","123.5","","","invalid","laurent@collongues.com","+33 3 29 77 18 30",""
"","LFEV","Gray - Saint Adrien","Aérodrome C.A.P. Libre d'accès aux ULM  ","21/10/2011","24/12/2015","13/01/2016","47.4312662656202, 5.615580081939697","N 47 25 53","E 005 36 56","678 ft","Tour de piste sud-est uniquementPiste ULM 500ft AALATTENTION: ULM non basé piste en dur obligatoire","2","dur","'07","18","800","'07-25","herbe","","20","400","'07-25","Auto-info 123.5","AD50_AvGas_NP","6,2","Restauration à proximité, Hangar possible","","+33 3 84 65 69 25","Aéro-ClubsJG Aviation03 84 65 52 08Site web - Aéro-Clubs JG Aviation/fr/courriel - gilbert.salfati@jgaviation.eu"
"","LFEW","Saulieu - Liernais","Aérodrome C.A.P. Libre d'accès aux ULM  ","0/00/0000","24/12/2015","8/01/2016","47.238611, 4.264444000000026","N 47 14 19","E 004 15 52","1713 ft","","1","dur","'23","20","800","'05-23","herbe","","","","'Inconnue"," 123.5","AD50_AvGas_NP","","","aeroclubsaulieu@free.fr","+33 3 80 64 30 32",""
"","LFEX","Nancy Azelot","Aérodrome Restreint Ouvert aux ULM Autorisation OBLIGATOIRE ","0/00/0000","13/12/2015","15/12/2015","48.594612115065644, 6.239722000000029","N 48 35 41","E 006 14 23","958 ft","","2","herbe","","60","980","'18-36","herbe","","60","620","'06-24"," 123.500","","","","paranancy@orange.fr","+33 3 83 46 50 69","AD réservé aux ACFT basés et à ceux basés sur les AD voisins.Inutilisable pendant activité parachutisme."
"","LFEY","Ile d'Yeu","Aérodrome C.A.P. Ouvert aux ULM Autorisation OBLIGATOIRE ","1/08/2011","25/12/2015","26/01/2016","46.717798291363, -2.39227294921875","N 46 43 04","W 002 23 32","79 ft","Tour de piste Nord pour piste en Herbe & ouest pour piste en Dur 1100 AMSL / 1000 AAL","2","dur","","25","1220","'14-32","herbe","","50","575","'04-22","118.9","","","","yeu.aero@orange.fr","+33 2 51 58 38 22","AD réservé aux ACFT munis de radio.Horaires d?ouverture du service AFIS :?Tous les jours :07h45 ? 12h30 et 14h45 ? 18h00 (octobre à février)08h45 ? 12h30 et 14h45 ? 20h00 (mars à septembre)Taxe d?atterrissage ULM : 7,15 ?"
"","LFEZ","Nancy Malzeville","Aérodrome Restreint Ouvert aux ULM Autorisation OBLIGATOIRE ","9/10/2011","25/12/2015","28/01/2016","48.722735816662, 6.207704544067383","N 48 43 22","E 006 12 28","1247 ft","Vent arrière à 1900 ft","2","herbe","","100","940","'08-26","herbe","","100","940","'04-22","136.10","","6,2","Restauration à proximité, Hangar possible","planeur.nancy@gmail.com","+33 3 83 29 43 63",""
"","LFFB","Buno - Bonnevaux","Aérodrome Restreint Ouvert aux ULM Autorisation OBLIGATOIRE ","0/00/0000","24/12/2015","15/01/2016","48.350278, 2.424443999999994","N 48 21 01","E 002 25 28","419 ft","","2","herbe","","100","790","'10-28","herbe","","80","620","'01-19","123.15","","","","aave@free.fr","+33 1 64 99 49 41","AD réservé au vol à voile et aux ACFT de servitude."
"","LFFC","Mantes - Chérence","Aérodrome Restreint Ouvert aux ULM Autorisation OBLIGATOIRE ","0/00/0000","24/12/2015","14/01/2016","49.078889, 1.6897219999999606","N 49 04 44","E 001 41 23","512 ft","AD réservé au vol à voile et aux avions de servitude.AD réservé aux ACFT munis de radio.","2","herbe","","100","900","'04-22","herbe","","100","900","'12-30","134.15","AD50_AvGas_NP","","","secretariat@aavo.org","+33 1 34 78 15 08",""
"","LFFD","Saint André de l'Eure","Aérodrome Restreint Ouvert aux ULM Autorisation OBLIGATOIRE ","25/09/2011","14/03/2017","16/03/2017","48.89872203165385, 1.2529993057250977","N 48 53 55","E 001 15 11","491 ft","Piste 1 = ulm 05 D - 23 GPiste 2 = avion 05 G - 23 DCircuit ULM : intégration par S.E à 830 ft QNH, pas de verticale.Survol des bâtiments (Z.I) Sofrastock 'STRICTEMENT INTERDIT'suivre longitudinalement la route d?accès au terrain, pas au dessus","2","herbe","'23","40","400","'05-23","herbe","'23","50","1100","'05-23","118.975","AD50_AvGas_NP","6,2,5","Restauration à proximité, Hangar possible, Camping possible","","+33 2 32 33 52 35","AD réservé aux ACFT basés et à ceux basés sur les AD voisins.carré de voltige au dessus du terrain.tél. ulm 02.32.37.63.29Météo gratuite par sms (métexto) :  07 68 59 65 60webcamhttp://cam-aero.eu/raspicamaero/LFFD_ClubAeronautiquedeSaintAndre/imgATTENTION : piste ulmGrande prudence par vent d'ouest même minime, turbulences des hangarsRespect impératif du tour de piste en 05, La Z.I. à proximité est un site sensible "
"","LFFE","Enghien - Moisselles","Aérodrome Restreint Ouvert aux ULM Autorisation OBLIGATOIRE ","0/00/0000","24/12/2015","14/01/2016","49.04611858157577, 2.3534889523925813","N 49 02 46","E 002 21 13","337 ft","","2","herbe","","80","730","'07-25","herbe","","80","570","'16-34","121.250","AD50_AvGas_NP","3","Restauration sur place","info@lesailerons.fr","+33 1 39 91 05 60","AD situé dans la CTR Paris, réservé aux ACFT basés.VHF obligatoire pour ACFT et ULM sur le cheminement d?entrée et de sortie d?aérodrome.Avions : sortie 1000 ft AMSL, rentrée 1300 ft AMSLULM : 650 ft AMSL. "
"","LFFG","La Ferté Gaucher","Aérodrome Restreint Ouvert aux ULM Autorisation OBLIGATOIRE ","10/12/2011","24/12/2015","14/01/2016","48.7575, 3.2788888888889005","N 48 45 27","E 003 16 44","536 ft","Tour de piste au sud1200 AMSL / 700 AALsurvole des fermes et villages interdit à moins de 2000 ft QNH.","1","herbe","","50","900","'04-22","herbe","","","","'Inconnue","123.35","possible","3,2,4","Restauration sur place, Hangar possible, Gîte à proximité","coloulan@orange.fr","+33 1 64 65 91 57","Toutes activités de l?AD sur autorisation préalable de l?exploitant dans les conditions définies par la DSAC-N. Contacter l'exploitant.Carburant possible tel 06 09 24 99 21"
"","LFFH","ChâteauThierry - Belleau","Aérodrome C.A.P. Libre d'accès aux ULM  ","0/00/0000","22/12/2015","30/12/2015","49.066667, 3.3555559999999787","N 49 04 00","E 003 21 20","723 ft","Tour de piste au nord-ouestmain gauche en 04main droite en 22","1","herbe","'04","50","930","'04-22","herbe","","","","'Inconnue","120.37","AD50_AvGas_NP","","","contact@aeroclub-chateau-thierry.org","+33 3 23 69 19 62","En cas d'urgence, vous pouvez contacter sur leurs téléphones portablesLe Président Michel Brouillard	06 79 87 70 13Le Secrétaire Général Olivier Lefevre 06 07 88 01 55"
"","LFFI","Ancenis","Aérodrome C.A.P. Libre d'accès aux ULM  ","19/11/2011","28/08/2017","30/08/2017","47.407860972554374, -1.1759707565918234","N 47 24 28","W 001 10 33","109 ft","","1","dur","'07","25","1200","'07-25","herbe","","","","'Inconnue","118.2","100LL - JET A1","6","Restauration à proximité","aeroport-pays-ancenis@wanadoo.fr","+33 2 40 96 13 90","Réservé aux ACFT munis de radio.Piste préférentielle : 07"
"","LFFJ","Joinville - Mussey","Aérodrome Restreint Ouvert aux ULM Autorisation OBLIGATOIRE ","0/00/0000","24/12/2015","12/01/2016","48.385278, 5.143332999999984","N 48 23 07","E 005 08 36","1030 ft","","1","herbe","","60","660","'10-28","herbe","","","","'Inconnue"," ","","","","","+33 3 25 05 04 67","AD réservé aux ACFT basés et à ceux basés sur les AD voisins."
"","LFFK","Fontenay le Comte","Aérodrome C.A.P. Libre d'accès aux ULM  ","0/00/0000","25/12/2015","26/01/2016","46.440833, -0.7938890000000356","N 46 26 27","W 000 47 38","80 ft","Sud à 1000ft. Parfois planeur et para.Circuit automobile proche au Sud.Radio: 123,5.","2","dur","","23","970","'09-27","herbe","","80","950","'09-27","Auto info 123.5","100 LL","6","Restauration à proximité","lffk.fontenay.aeroclub@gmail.com","+33 1 51 51 09 32","AD réservé aux ACFT munis de radio."
"","LFFL","Bailleau - Armenonville","Aérodrome Restreint Ouvert aux ULM Autorisation OBLIGATOIRE ","17/10/2011","24/12/2015","11/01/2016","48.517258171435444, 1.6385507583618164","N 48 31 02","E 001 38 19","508 ft","","2","herbe","","100","780","'18-36","herbe","","100","780","'08-26","122.05","","3","Restauration sur place","contact@planeur-bailleau.org","+33 2 37 90 28 24","AD réservée au vol à voile et aux ACFT de servitude."
"","LFFN","Brienne le Château","Aérodrome C.A.P. Libre d'accès aux ULM  ","0/00/0000","24/12/2015","13/01/2016","48.429722, 4.482221999999979","N 48 25 47","E 004 28 56","337 ft","A cause de l'activité des parachutistes, pas de verticale terrain et écouter radio pour suivre les larguages, les ULM intègrent la vent arrière par le sud à 1000ft ASFC Centre Précy St Martin et Précy Notre Dame, on survole donc l'Aube.","2","herbe","","30","1305","'10-28","herbe","","50","727","'10-28","123.425","100 LL","3,5","Restauration sur place, Camping possible","ulm.scap@wanadoo.fr","+33 3 25 27 03 33","AD situé dans la zone LF R 15 A : contournement obligatoire pendant l?activation, sauf aéronefs au départ et à destination de l?AD et aéronefs utilisateurs de l?activité parachutage, après contact radio sur 123.425 MHz."
"","LFFO","Beauvoir - Fromentine","Aérodrome Restreint Ouvert aux ULM Autorisation OBLIGATOIRE ","8/12/2013","21/12/2015","28/12/2015","46.890555555556, -2.0886111111110495","N 46 53 26","W 002 05 19","10 ft","","1","herbe","","20","600","'10-28","herbe","","","","'Inconnue","123.5","","","","aeroclubdebeauvoirfromentine@yahoo.fr","+33 6 22 43 38 51","Réservé aéronefs basés ou autorisés par la DGAC (formulaire à demander au gestionnaire au minimum 4 jours ouvrables avant)AD réservé aux ACFT munis de radio."
"","LFFP","Pithiviers","Aérodrome Restreint Ouvert aux ULM Autorisation OBLIGATOIRE ","29/09/2011","24/12/2015","11/01/2016","48.156388888889, 2.1911111111111268","N 48 09 23","E 002 11 28","391 ft","","1","herbe","","50","1020","'07-25","herbe","","","","'Inconnue","123.50","AD50_AvGas_NP","","","contact@ac-ptv.org","+3 3 2 38 30 08 27","AD réservé aux ACFT basés et à ceux basé sur les AD voisins."
"","LFFQ","La Ferté Alais","Aérodrome Restreint Autorisation OBLIGATOIRE ","0/00/0000","24/12/2015","15/01/2016","48.4985624490744, 2.3366518783569745","N 48 29 55","E 002 20 12","454 ft","","1","herbe","","90","1033","'10-28","herbe","","","","'Inconnue","129.75","AD50_AvGas_NP","","","","+33 1 64 57 52 89","AD réservé aux ACFT basés."
"","LFFR","Bar sur Seine","Aérodrome Restreint Ouvert aux ULM Autorisation OBLIGATOIRE ","0/00/0000","24/12/2015","12/01/2016","48.066111, 4.412500000000023","N 48 03 58","E 004 24 45","938 ft","Tour de piste au Sud 1900 / 1000AD réservé aux avions basés et à ceux basés sur les AD voisins","1","herbe","","80","800","'11-29","herbe","","","","'Inconnue","123.5","","","","","+33 6 72 00 43 39",""
"","LFFT","Neufchâteau","Aérodrome C.A.P. Libre d'accès aux ULM  ","17/08/2011","25/12/2015","28/01/2016","48.360512160466, 5.7176971435546875","N 48 21 38","E 005 43 04","1228 ft","côté ESTrouleaux en milieu de finale 01activité école","1","herbe","'01","100","780","'01-19","herbe","","","","'Inconnue","auto-info 123.5","","","","","+33 3 29 94 08 77","Ecole pendulaire : IULM Didier PERAS 06.68.60.26.48 http://www.everyoneweb.fr/fusionaile/Aéro ClubRue du Stand88300 Neufchâteautél :  03 29 94 26 75"
"","LFFU","Châteauneuf sur Cher","Aérodrome C.A.P. Libre d'accès aux ULM  ","0/00/0000","24/12/2015","11/01/2016","46.87023083103523, 2.3763431851806445","N 46 52 13","E 002 22 35","551 ft","","1","herbe","","60","800","'09-27","herbe","","","","'Inconnue"," 123.5","AD50_AvGas_NP","","","unac@club-internet.fr","+33 2 36 40 01 96",""
"","LFFV","Vierzon - Méreau","Aérodrome Restreint Ouvert aux ULM Autorisation OBLIGATOIRE ","0/00/0000","26/08/2017","28/08/2017","47.194255638445156, 2.065722529093364","N 47 11 39","E 002 03 57","430 ft","Utilisez la bande sablée de préférence. Obligatoire en hiver et période pluvieuse.Le tour de piste est à l'EstFréquence propre au terrain : 125,25 contact avant d'intégrer le tour de piste (école)","1","herbe","","60","680","'04-22","herbe","","","","'Inconnue","125.25","","","invalid","ailes-vierzon.aero-club@orange.fr","+33 2 48 75 12 87","AD réservé aux ACFT basés et à ceux basés sur les AD voisins."
"","LFFW","Montaigu - St Georges","Aérodrome C.A.P. Libre d'accès aux ULM  ","0/00/0000","25/12/2015","26/01/2016","46.933056, -1.325556000000006","N 46 55 59","W 001 19 32","184 ft","Utilisez la piste Sud, la piste Nord étant réservé aux planeursTour de piste au Sud Attention après de fortes pluieAttention Grosse activité paramoteur","2","herbe","'07","80","900","'07-25","herbe","'07","80","900","'07-25","Auto-info 123.5","100LL","2,4,5","Hangar possible, Gîte à proximité, Camping possible","technique.direction@terresdemontaigu.fr","+33 2 51 46 45 45",""
"","LFFX","Tournus - Cuisery","Aérodrome Restreint libre d'accès aux ULM","18/09/2011","24/12/2015","9/01/2016","46.56402412857531, 4.97654914855957","N 46 33 50","E 004 58 36","689 ft","Tour de piste à l'EstULM 500AAL / 1200AMSLAvions 800 AAL / 1500 AMSL","1","herbe","'01","60","755","'01-19","herbe","","","","'Inconnue","Auto info 123.5","","3,2","Restauration sur place, Hangar possible","sports@tournus.fr","+33 3 85 27 03 20","AD réservé aux ACFT basés. (Avions : autorisation possible avec accord du gestionnaire et de la délégation territoriale BFC)AD utilisable par HEL.sans restrictionAD utilisable par ULM sans restriction"
"","LFFY","Étrépagny","Aérodrome Restreint Ouvert aux ULM Autorisation OBLIGATOIRE ","0/00/0000","20/12/2015","27/12/2015","49.306111, 1.638610999999969","N 49 18 22","E 001 38 19","308 ft","","1","herbe","'12","50","675","'12-30","herbe","","","","'Inconnue","123.5","AD50_AvGas_NP","","","","+33 2 35 55 73 29","AD réservé aux avions basés et à ceux basés sur les AD voisins."
"","LFFZ","Sézanne - Saint Rémy","Aérodrome C.A.P. Libre d'accès aux ULM  ","29/09/2011","24/12/2015","12/01/2016","48.70964223179883, 3.764194206359889","N 48 42 35","E 003 45 51","355 ft","","2","herbe","'06","50","950","'06-24","herbe","'06","80","950","'06-24","123.5","AD50_AvGas_NP","1","Atelier ULM","","+33 3 26 80 66 40","UL91 disponible à la pompe nouvellement installée"
"","LFGA","Colmar Houssen","Aérodrome C.A.P. Libre d'accès aux ULM  ","0/00/0000","3/01/2016","6/02/2016","48.107412466755946, 7.358394523803781","N 48 06 27","E 007 21 30","628 ft","Tour de piste à l'Est à 1600 ft QNH, par l'Ouest sur demande ou sur instruction du contrôle.","2","dur","'19","30","1610","'01-19","herbe","'19","80","950","'01-19","119.000","100LL","6,4","Restauration à proximité, Gîte à proximité","contact@colmar.aeroport.fr","+33 3 89 20 22 90","Ouvert seulement aux ULM Multiaxes (contacter la tour sur 119.000)Taxe atterrissage : 11? !"
"","LFGB","Mulhouse Habsheim","Aérodrome C.A.P. Libre d'accès aux ULM  ","0/00/0000","28/02/2016","1/03/2016","47.74320008053357, 7.433239158752485","N 47 44 36","E 007 25 60","789 ft","16-34 : Ouest à 1300 ft QNH avant l'autoroute (pour éviter de couper l'axe de Bâle Mulhouse)02-20 : Est à 1600 ft QNH","2","dur","'20","20","1000","'02-20","herbe","'16","110","690","'16-34","125.250","100LL","6,2","Restauration à proximité, Hangar possible","","+33 3 89 66 14 18","Contact radio obligatoire (125.250) pour les arrivées et transit 1 min avant de rejoindre les points d'entrée (NH pour ARR par le NORD et WH pour les ARR par l'OUEST). Voir procédures particulières sur la VAC.Piste 16/34 réservée aux ULM basés autorisés par l'exploitant, selon circuit spécifique."
"","LFGC","Strasbourg - Neuhof","Aérodrome C.A.P. Libre d'accès aux ULM  ","0/00/0000","23/12/2015","3/01/2016","48.55466204803774, 7.776641957336432","N 48 33 17","E 007 46 36","459 ft","Tour de piste préférentiel Est à 1300ft.Attention à l'activité vélivole et parachutisme (signalé par Strasbourg APP 119.450/120.700 et ATIS 126.920)","2","herbe","'18","60","819","'18-36","herbe","","80","700","'18-36","126.875","100LL / JET-A1","6,2","Restauration à proximité, Hangar possible","","+33 3 88 60 90 50","Contacter obligatoirement Strasbourg TWR (119.250) pour l'entrée dans la CTR.Arrivée par le Nord : transit obligatoire par N1 et NELe contact radio avec STRASBOURG est obligatoire dans la CTR de classe D, sauf dans le cadre du respect strict du circuit d?aérodrome de STRASBOURGNEUHOF.Survol des immeubles au Nord du terrain interdit !!!"
"oui","LFGD","Arbois","Aérodrome fermé.","0/00/0000","9/04/2012","9/12/2013","46.918877640727, 5.761213302612305","N 46 55 08","E 005 45 40","875 ft","","1","herbe","'32","80","895","'14-32","","","","","","","","","","","+33 3 84 66 20 56","Aérodrome impraticable. Bandes labourées."
"","LFGE","Avallon","Aérodrome C.A.P. Libre d'accès aux ULM  ","0/00/0000","17/03/2016","19/03/2016","47.50368349794675, 3.9010044801788126","N 47 30 13","E 003 54 04","786 ft","Tour de piste Nord 1000AAL 1800 AMSL04 main gauche22 main droite","1","herbe","","60","750","'05-23","herbe","","","","'Inconnue","Auto-info 123.5","","","","","+33 3 86 34 15 11","Aéroclub de l'AvallonnaisTél : 03 86 34 15 11Fax : 03 86 34 15 11"
"","LFGF","Beaune Challanges","Aérodrome C.A.P. Libre d'accès aux ULM  ","0/00/0000","17/10/2016","18/10/2016","47.00635667252459, 4.893728248657226","N 47 00 23","E 004 53 37","656 ft","","2","dur","'03","30","1050","'03-21","herbe","'03","50","860","'03-21","Auto info 123.5","AD49_AvGas","","","lucette.tupinier-galland@wanadoo.fr","+33 3 80 24 56 78","Club ULM Beaune nouvellement créé, tel 06 95 22 25 28Président Patrice RYAUX."
"","LFGG","Belfort - Chaux","Aérodrome C.A.P. Libre d'accès aux ULM  ","20/10/2011","24/12/2015","13/01/2016","47.69893394539058, 6.83100700378418","N 47 41 56","E 006 49 52","1368 ft","Tour de piste à l'Ouestavion : 2400 AMSL 1000 AALulm : 2200 AMSL 800 AAL","2","herbe","'18","80","920","'18-36","herbe","","50","920","'18-36","123.5","AD50_AvGas_NP","3,4","Restauration sur place, Gîte à proximité","icare.franchecomte@wanadoo.fr","+33 3 84 90 90 90",""
"","LFGH","Cosne sur Loire","Aérodrome C.A.P. Libre d'accès aux ULM  ","14/07/2011","18/07/2016","5/09/2017","47.360256550336516, 2.9187583923339844","N 47 21 37","E 002 55 08","580 ft","TDP NORD à 500ft Verticale à 1500 ftSi décollage en 29 pour ULM, ne pas survoler VILLECHAUD dans l'axe.Si décollage en 11, ne pas survoler hameau de l'étang des granges au nord de l'axe..Atterrissage par vent d'est risque de rabattant en début de 11","1","dur","","18","800","'11-29","herbe","","","","'Inconnue","123.5","AD50_AvGas_NP","6","Restauration à proximité","michellouchart@orange.fr","+33 3 86 28 44 57","Stations services, hôtel et grandes surfaces à moins de 03km.SP 95 et 98 à 2 km au nord à l'hypermarché"
